,Biglari Holdings -- Sardar Biglari,Chase -- Edwin Taylor,Citigroup Global Markets -- Barry Guariglia,Bucknell University -- Kelly Stefanowicz,Turner -- Robert Scott,Northwestern Mutual Life -- Thomas Gallina,John Hancock -- John Paul,Villanova University -- Michael Mack,Yorkville Advisors -- Craig Engler,Cornerstone Financial -- Thomas Thorndike,Charles -- Katherine Kennedy,Citigroup Global Markets -- Katherine Rhodes,Morgan Stanley -- James Scott,Bank Of America -- Reed Smith,Liberty Corner Capital Strategies -- William Pigott,Morgan Stanley -- Arthur Andersen,Glen Rauch Securities -- Glen Rauch,Bank Of America -- Raymond Thomas,Stein Roe Investment Counsel -- Eric Propper,Morgan Stanley -- Joseph David,Wells Fargo -- William Blair,Morgan Stanley -- Daniel Lima,Wesolowski -- Paul Wesolowski,Wells Fargo -- William Blair,Morgan Stanley -- Arthur Andersen,Wachovia Bank -- Tu Nguyen,Citigroup Global Markets -- Joseph Friedman,Bulldog Investors -- Phillip Goldstein,Citigroup Global Markets -- Marsha Johnson,Wells Fargo Securities -- Richard Silva,Bank Of America -- Thomas Caskey,Glen Rauch Securities -- Glen Rauch,Morgan Stanley -- Julia Smith,Morgan Stanley Smith Barney -- John Verble,Morgan Stanley -- Julia Smith,Delta Equity Services Corporation -- Raymond Grenier,Parker -- Tim Shaw,Carson -- Ronald Carson,First Tennessee Bank -- Chris Kimler,Morgan Stanley -- Julia Smith,Fidelity -- Thomas Dusing,Oppenheimer -- Karen Nelson,United States Marine Corps -- Eric Schmitt,Capital Bank -- John Patrick,Citigroup Global Markets -- Elise Shartsis,Stephens -- John Stephens,Wachovia Securities -- Alpesh Patel,Levin Capital Strategies -- John Levin,Merrill Lynch -- David Singer,Morgan Stanley -- Lisa Hammond,Fedex -- Michael Margolis,Citigroup Global Markets -- Denis Roy,Bentley Forbes -- Christian Wehba,Wealth Management Solutions -- Dana Anspach,Kpmg -- Sean Connelly,Merrill Lynch -- Michael Duncan,Searle -- Robert Searle,Bank Of America -- William Bond,Gmac Mortgage -- John Curtis,Internal Revenue Service -- Charles Foster,Gemini Land Trust -- Joshua Crapps,Wells Fargo Bank -- Jennifer Lee,Lehman Brothers -- Debbie Hines,Chase -- Julian Diaz,Wells Fargo Bank -- Jin Park,Comcast -- Adam Spencer,Chabot College -- Isaac Richard,Jpmorgan Chase Bank -- Andrew Russell,First Allied Securities -- Adam Antoniades,Chabot College -- Isaac Richard,Ubs Financial Services -- Stanford Baer,Rockwater Municipal Advisors -- Charles Fish,Causeway Capital Management -- Mark Cone,Maccorkle Insurance -- Bernard Lauper,Juarez -- Anthony Juarez,Crown Capital Securities -- James Franceus,Jp Morgan Chase Bank -- Raul Munoz,State Farm -- Jennifer Key,Rockwater Municipal Advisors -- Charles Fish,Catanzarite Law Corporation -- Kenneth Catanzarite,Catanzarite Law Corporation -- Kenneth Catanzarite,Morgan Stanley -- Emma Bridges,Target -- Michael Simon,Mertens -- Kevin Mertens,Edward Jones -- Helen Rice,Edward Jones -- Robert Bird,Metropolitan Life Insurance Company -- Gil Cohen,Valic Financial Advisors -- Brett Laferrera,Morgan Stanley -- Arthur Andersen,Strickland -- Michael Strickland,Merrill Lynch -- Daniel Gomez,Rice -- Clifford Rice,Stanford Group Company -- Charles Rawl,Merrill Lynch -- Daniel Gomez,Merrill Lynch -- Daniel Gomez,Pruco Securities -- Richard Wang,Merrill Lynch -- Daniel Gomez,Bank Of America -- Jorge Gonzalez,Wells Fargo -- David Olson,Merrill Lynch -- Daniel Gomez,Raymond James Financial Services -- John Wanken,Bulldog Investors -- Phillip Goldstein,Gormley -- Joseph Gormley,Dickerson -- Jose Ortiz,Northwestern Mutual -- Timothy Miller,Bank Of America -- Molly Kerr,Perkins -- Kenneth Perkins,Wells Fargo Bank -- Dan Nguyen,Wells Fargo -- Spencer Reed,Fisher Investments -- Michael Weston,Morgan Stanley -- Arthur Andersen,Target -- Michael Simon,Apple -- William Morrow,Miller -- Jeffrey Schouten,Apollo Group -- Derek Hoggett,Scottrade -- Kristine Davenport,Bank Of America -- Peter Simmonds,Bank Of America -- Reed Smith,Morgan Stanley Smith Barney -- Marcia Bloemendaal,Morgan Stanley -- Arthur Andersen
Morgan Stanley -- Arthur Andersen,0.611191850276,0.30374535102,0.590968884199,0.370836451232,0.427585888817,0.465854441662,0.518544211031,0.588875578743,0.716512822609,0.519189741678,0.551204121214,0.452014330536,0.507081802367,0.656798334991,0.621505505698,0.644788266691,0.219006718728,0.483385332114,0.36575166878,0.728430361167,0.639583531485,0.663924463233,0.503839178308,0.706854229439,1.0,0.626099825048,0.808950824786,0.636043141842,0.674790516145,0.643113630619,0.632862120089,0.234852183726,0.742577700945,0.629726137472,0.754549362175,0.633608441312,0.592696855395,0.586852546988,0.682855809649,0.724056373866,0.550856000192,0.416874114508,0.534126043481,0.395837879371,0.471803607393,0.593246602562,0.453789914733,0.318412128143,0.19878298574,0.269788023595,0.659732348929,0.710754874129,0.473024846553,0.577516313442,0.363173612432,0.800200418513,0.645293439281,0.617669106638,0.580221629439,0.486205574829,0.578146630277,0.613253691561,0.199110556231,0.513182271763,0.0986895723896,0.119177255891,0.28490138328,0.358706922076,0.486074838637,0.272814235801,0.202022184784,0.274203550883,0.546318964649,0.383602898528,0.111600141503,0.604782741273,0.417950139233,0.440268612599,0.276732840257,0.450902250492,0.405374223323,0.296610594098,0.519185383534,0.361055500467,0.511209786551,0.372108805615,0.549617463695,0.562136765186,0.700853487195,0.456541887935,0.945839138024,0.449380637585,0.354236871835,0.945890754671,0.945839138024,0.684781696786,0.940998187503,0.700005264306,0.697030899456,0.945890754671,0.499749348136,0.67884483578,0.321828615676,0.511151773722,0.563510701315,0.45546316508,0.531276832688,0.46433453103,0.527153684309,0.386382859132,0.707959149375,0.604589947086,0.554924914029,0.649481669481,0.56272487703,0.580806339763,0.404432220845,0.561306722171,0.86450380003,0.670351398501
Wachovia Bank -- Tu Nguyen,0.590187822788,0.453065260281,0.73132489274,0.455985575628,0.581236679716,0.722999583641,0.684090717897,0.791121662355,0.856218470351,0.796134041002,0.802991691086,0.640828228389,0.572160447443,0.808175580205,0.824452587526,0.888515491871,0.448281518188,0.803838493918,0.669995556941,0.796707866388,0.539027829409,0.413038461262,0.827632966285,0.799669208629,0.626099825048,1.0,0.8592019024,0.789730582639,0.463046823886,0.827196048411,0.95774566201,0.45986580129,0.746659726561,0.737067424202,0.787537308734,0.794721279456,0.522997467225,0.782570274524,0.843188478397,0.677480836186,0.730764200116,0.430145166785,0.410528059533,0.551314838769,0.658237587697,0.549478648377,0.497304120946,0.23752266527,0.311025840951,0.348866860488,0.74718919413,0.570683782442,0.803341288864,0.779575353279,0.336437516301,0.713381092111,0.786121181262,0.924519057019,0.771102209141,0.689326509096,0.814226377539,0.822286771683,0.446619526744,0.555038118744,0.200474404931,0.151155922921,0.39422821592,0.484267618678,0.271333439255,0.377972868242,0.309289415384,0.224150380102,0.609445679623,0.571805267604,0.124226613973,0.62257715805,0.661989975915,0.333879992724,0.22972755953,0.466281330928,0.535882356039,0.422402387698,0.682414969348,0.650271042822,0.704324809129,0.636089645136,0.798593654766,0.636184374286,0.678902079064,0.675151509036,0.424340397704,0.776378327052,0.465599977593,0.424481554979,0.424340397704,0.85123429642,0.437229968999,0.888205432173,0.845643256167,0.424481554979,0.710970345204,0.762588653543,0.538668066628,0.734821674287,0.825747543297,0.61148835424,0.797769214799,0.688992923495,0.827477467236,0.534487172219,0.687517211201,0.642130388027,0.82721615409,0.609410736848,0.843414534629,0.853735896334,0.465640320228,0.809060915399,0.784703018477,0.731516349594
Citigroup Global Markets -- Joseph Friedman,0.780433684806,0.333934452796,0.682205856462,0.395467434504,0.466597935514,0.588610422775,0.604675209287,0.723953154529,0.876913045573,0.670453453456,0.81127501303,0.709034690088,0.525499839469,0.782904270115,0.875005954015,0.827064995736,0.462055070299,0.757305091522,0.669302476941,0.920004394488,0.695132141459,0.668089374435,0.767820192196,0.911125946885,0.808950824786,0.8592019024,1.0,0.889110447299,0.722474628051,0.803729656037,0.87309367614,0.47007840993,0.85905856627,0.714055369541,0.853846716741,0.688921661623,0.574380795817,0.668721435119,0.764196886297,0.721657040899,0.599299518547,0.483614871842,0.475785192486,0.560378012718,0.64640303679,0.66619477605,0.545761200727,0.449757514734,0.352536936512,0.470516129417,0.793983368399,0.782267330437,0.719488054624,0.748970705122,0.399485107768,0.827672187022,0.760947237015,0.864508839911,0.805296579376,0.601759694824,0.812233364157,0.695800878928,0.401984693119,0.65076226318,0.210681515018,0.167979783931,0.456692051616,0.558216236038,0.482796465329,0.43913617661,0.410977614919,0.438943294211,0.763894164962,0.612789388859,0.137650963225,0.679949299141,0.657072736901,0.497643247868,0.443931124377,0.556047237023,0.553760310388,0.409575339267,0.607853856182,0.51122165807,0.706110186155,0.615050157878,0.754363133675,0.670978100512,0.769705933816,0.511220884287,0.665074937373,0.67631403137,0.449498240643,0.665376992642,0.665074937373,0.798264881875,0.6719307824,0.864376842892,0.801596851739,0.665376992642,0.69228513024,0.803629745927,0.38704749081,0.585889933162,0.73622625977,0.601734075445,0.67896111092,0.553865820906,0.743953342204,0.491854662715,0.770343879272,0.657831909714,0.784064172638,0.675913639644,0.791915830188,0.801412722967,0.556025039129,0.713439408984,0.854905660027,0.775372869152
Bulldog Investors -- Phillip Goldstein,0.717468895436,0.375886353253,0.567593431675,0.476911615706,0.512742568177,0.651949632722,0.659820235463,0.683849592905,0.746738174335,0.631718601386,0.779335863107,0.645275255406,0.544766931531,0.734662749019,0.803821977147,0.817807957606,0.438038750058,0.747665212625,0.675324207777,0.833839638577,0.683092435455,0.671016272115,0.740348067377,0.803537862513,0.636043141842,0.789730582639,0.889110447299,1.0,0.696131798829,0.764392827314,0.798606583045,0.434477493468,0.745149620619,0.703854483128,0.827711212094,0.597866929903,0.537134606595,0.644178659091,0.745849858868,0.630978596715,0.554699995287,0.433496203652,0.497065195135,0.550254887417,0.568965764779,0.579228920721,0.568289451986,0.542072592931,0.323853854139,0.549532531039,0.721276659611,0.72630166141,0.68522673524,0.771631445343,0.469912827802,0.730061481692,0.660401842485,0.765862516918,0.736973213748,0.623133610811,0.718049463761,0.690412877495,0.445520455272,0.534140499037,0.174181365671,0.154706520481,0.458980032918,0.530985147717,0.360093442196,0.444381552346,0.480017831783,0.325391895065,0.774965869306,0.599493157055,0.161487691313,0.561441067147,0.590856155157,0.478458538496,0.329563895167,0.556959323877,0.540215976626,0.29329079565,0.529059547796,0.523929801655,0.656872966578,0.582103010308,0.745012363025,0.512561031378,0.683368359796,0.539411988218,0.457809644604,0.661843067798,0.309130762569,0.458196990732,0.457809644604,0.708103453964,0.45687416392,0.765007102692,0.731789923788,0.458196990732,0.624289345411,0.860603010789,0.334050065951,0.585039758765,0.718945980778,0.474061272871,0.643995589351,0.554152632004,0.736796934981,0.371817653306,0.85913723642,0.615406917324,0.74961527129,0.662435908082,0.677552584073,0.722625967618,0.7040058556,0.785254702666,0.817869055905,0.577654050528
Citigroup Global Markets -- Marsha Johnson,0.750035867683,0.172799032635,0.228686911084,0.26796128644,0.29943128289,0.396490835223,0.517416485375,0.361061061568,0.640037759168,0.329741258767,0.476862970086,0.380758456721,0.375368538094,0.466163666242,0.71830905049,0.524121443263,0.205322507779,0.427312859961,0.393302266477,0.653716663412,0.668478495346,0.721090052003,0.382230635184,0.645748222013,0.674790516145,0.463046823886,0.722474628051,0.696131798829,1.0,0.533649526115,0.49935321625,0.236940409721,0.712710451265,0.483417300613,0.65825191076,0.377261250126,0.495088125421,0.321018271097,0.530378623102,0.621945933538,0.354759407022,0.377349858657,0.454378130676,0.243907370354,0.262363084775,0.588546004879,0.723716770039,0.819328390146,0.350751447325,0.753537970809,0.562907831203,0.771584498876,0.478423646586,0.521124303228,0.424214153189,0.687515421519,0.489847803804,0.428594191617,0.456380003219,0.421232521725,0.570482462512,0.434844859903,0.239824694163,0.502033049342,0.0691196842655,0.0954704590864,0.251347746165,0.517354191481,0.509399372083,0.244671414751,0.233726281309,0.392542898379,0.750826724481,0.399405470164,0.0715703643403,0.59998246579,0.495103118737,0.523015334452,0.393743794798,0.445886523118,0.383761984702,0.166079723132,0.293461654636,0.289280609127,0.383848986537,0.329102029592,0.420707519432,0.383859501192,0.603481519627,0.244838879934,0.594181019368,0.391816722092,0.196152661336,0.594277681381,0.594181019368,0.511575869294,0.573635355415,0.463385277002,0.518784237321,0.594277681381,0.307495480874,0.544835581102,0.31555359655,0.281825598244,0.511222664262,0.236507452746,0.302527627395,0.289700889423,0.485529534975,0.140001517912,0.643451900709,0.452776095394,0.384250963594,0.591222037329,0.361683152853,0.438609874579,0.355781033924,0.479165160754,0.565662548683,0.601552507313
Wells Fargo Securities -- Richard Silva,0.686059435691,0.689206453149,0.640197943418,0.717585907061,0.819942744477,0.772541749742,0.586655331251,0.859220446303,0.781210648414,0.866151349078,0.793035048921,0.663545223725,0.400373116182,0.792321050227,0.75918598946,0.874428514217,0.565593381358,0.742212634681,0.672039875038,0.786360373407,0.711171230985,0.639963658021,0.892609306001,0.79700890818,0.643113630619,0.827196048411,0.803729656037,0.764392827314,0.533649526115,1.0,0.885869754346,0.606305718113,0.81257548874,0.73698553683,0.785636354593,0.846706606483,0.758210514467,0.862509654839,0.828874623139,0.743892481985,0.704626533701,0.522966674154,0.604647643599,0.562409258266,0.681923210049,0.638511599459,0.473575615641,0.299091700532,0.349272427389,0.397229138854,0.736723179905,0.702076948853,0.849610075678,0.932466765222,0.303886901194,0.774521905301,0.920724044208,0.856672671623,0.817936811278,0.890762043695,0.886191037024,0.692665665367,0.512320120968,0.621452446327,0.303704807241,0.328271165567,0.500922481323,0.564236445748,0.542475431346,0.48610129389,0.331554350478,0.393925759411,0.653525033528,0.665857090047,0.463850700697,0.62447609297,0.698574726942,0.460143869478,0.398681073074,0.685024750406,0.666101119059,0.402873422023,0.767979623841,0.833992280823,0.753640444774,0.741974577594,0.834177643737,0.620209026259,0.832183349635,0.868754548257,0.473631214198,0.693362401077,0.428266394504,0.473837392562,0.473631214198,0.7780425697,0.478883054671,0.850212794656,0.83660102986,0.473837392562,0.749389580843,0.789555456347,0.654442085433,0.878080852506,0.807411724245,0.538361086338,0.830783953711,0.880483626537,0.750084956907,0.440640782305,0.769645152751,0.742461026454,0.816119272589,0.78378877935,0.827686682586,0.822160216545,0.434283795533,0.816559047744,0.763438952809,0.663166846379
Bank Of America -- Thomas Caskey,0.688409696077,0.488857420709,0.722138374485,0.508156310492,0.633473875713,0.746187883902,0.686566640659,0.839805719677,0.879725609218,0.859035691585,0.861041602402,0.702164995343,0.491732540515,0.862995380459,0.832467703214,0.903449377935,0.565157335278,0.841539584386,0.754363458563,0.856527918916,0.555221106991,0.516785286967,0.909283515483,0.886354053363,0.632862120089,0.95774566201,0.87309367614,0.798606583045,0.49935321625,0.885869754346,1.0,0.5799140432,0.761523155323,0.72683496085,0.780423764163,0.807322199565,0.650398094904,0.823782710396,0.824672321234,0.741709907359,0.724550564781,0.415754074284,0.519430079805,0.567874293331,0.684359539624,0.654146922193,0.44745618138,0.266206472195,0.28380006783,0.364795916196,0.804547757619,0.632785621907,0.847189025511,0.845148737752,0.420078404529,0.785005914339,0.842969158214,0.95068724087,0.793468959601,0.732592198737,0.848327739547,0.79673202299,0.423110623292,0.616474337138,0.179426171901,0.18658962471,0.429689893757,0.469862246738,0.382188574492,0.413900806326,0.248637277957,0.324414608912,0.610224078459,0.573010027566,0.164149562596,0.586466663357,0.641718160294,0.405555635438,0.329461093268,0.506288504629,0.535963879222,0.384222441808,0.751105946147,0.670592066025,0.710979602015,0.660006355097,0.846251310207,0.674162137411,0.79590944764,0.730058781153,0.427260452819,0.804197560541,0.456938359357,0.427483576982,0.427260452819,0.846482396527,0.438937333417,0.899240539668,0.897814541742,0.427483576982,0.730926265264,0.755290190068,0.559314485308,0.78568016909,0.861982485038,0.601197118546,0.83693803574,0.745184443854,0.810550663755,0.506842474564,0.70679665837,0.741431492762,0.863794943532,0.713949268931,0.887768770512,0.870562813584,0.429581188767,0.770457039633,0.784765381744,0.752950710878
Glen Rauch Securities -- Glen Rauch,0.530992863005,0.401919653362,0.255879954619,0.39302096428,0.466790699507,0.491151150523,0.172810085911,0.428799224058,0.392085391792,0.486658334698,0.763312026212,0.765406135903,0.105159720778,0.514286514336,0.578053982397,0.436801563011,0.991610967877,0.511365744616,0.877634461621,0.473508679668,0.315922586336,0.269659806966,0.74109671811,0.649983975111,0.234852183726,0.45986580129,0.47007840993,0.434477493468,0.236940409721,0.606305718113,0.5799140432,1.0,0.313460309951,0.226388000701,0.48241806912,0.354412890159,0.358291963424,0.407521120934,0.406741727046,0.298986014227,0.199739050001,0.19879297263,0.248011422218,0.197236260904,0.278907107778,0.329155066557,0.253315556892,0.209757151565,0.157406742121,0.422037382047,0.251839050673,0.463832971348,0.62491876948,0.597024379325,0.0775765696647,0.349172842535,0.434532784159,0.506510281765,0.310374586113,0.637421194583,0.649704126263,0.29439052287,0.354759884344,0.2600113205,0.170363023482,0.262621056904,0.279332395505,0.344162296739,0.335224229779,0.269103423598,0.182333551908,0.256646328279,0.329348200818,0.375581903576,0.366468254565,0.260763708076,0.37722808116,0.237163340223,0.25885752932,0.339345241737,0.348793542301,0.152618433689,0.4200021599,0.508775301814,0.493485102703,0.619976593621,0.528066860126,0.264298222779,0.441892149252,0.533354722142,0.211747875446,0.329126144416,0.300257999017,0.212385694094,0.211747875446,0.292622171248,0.244204182301,0.416933592014,0.353221204214,0.212385694094,0.411992473933,0.344100244678,0.348835077768,0.413084949531,0.610318405713,0.314126531032,0.380530617433,0.48522077943,0.425382556834,0.179402327995,0.391236070543,0.318326085269,0.478183597772,0.395278834885,0.40287651512,0.420104063048,0.165437249721,0.409673206636,0.329095034781,0.182563535377
Morgan Stanley -- Julia Smith,0.721628543923,0.355214549086,0.621139882008,0.498448879648,0.510671165904,0.526413088455,0.46826205908,0.662923241016,0.823152460138,0.62128565596,0.627392654757,0.521787089632,0.443626579866,0.710474602382,0.781367532491,0.810930342864,0.277053538105,0.51800523195,0.413636089996,0.806856377019,0.714487237243,0.638523352638,0.631159184775,0.732695294465,0.742577700945,0.746659726561,0.85905856627,0.745149620619,0.712710451265,0.81257548874,0.761523155323,0.313460309951,1.0,0.781191359915,0.770340355179,0.773085084468,0.727540487559,0.627469530152,0.757236768732,0.789986789088,0.645319145967,0.651653335155,0.630733259767,0.496653591203,0.617393796957,0.773128581528,0.61301381861,0.386370476448,0.277448846924,0.396662179576,0.732178941631,0.769698208415,0.62398800687,0.724711524331,0.241182056094,0.868636844688,0.882279006917,0.756246491539,0.771569086461,0.56035874616,0.691787243841,0.584581091622,0.31779636039,0.702943925842,0.182527102233,0.199849384801,0.382465581613,0.536112854614,0.577154800732,0.365680148243,0.366940709924,0.421752704377,0.797190325405,0.533850294706,0.149326142167,0.611995084415,0.657126523296,0.554577367321,0.4264789415,0.621702195392,0.504741676053,0.469520420439,0.630920750512,0.506659764062,0.533643830984,0.458791269545,0.645630230006,0.730512624018,0.822163257004,0.529724996062,0.577030856678,0.496657134878,0.512035117631,0.577052953513,0.577030856678,0.811973500965,0.576080087473,0.828400767868,0.807101636555,0.577052953513,0.631947760987,0.774856811038,0.480388730549,0.613798284578,0.595111475145,0.573151443097,0.588754452776,0.564849981952,0.731301488419,0.501726042995,0.729651795248,0.692997512735,0.6322418912,0.700891447101,0.725751864538,0.704417967858,0.512129884207,0.722840701834,0.724557282477,0.813999174877
Morgan Stanley Smith Barney -- John Verble,0.525688630319,0.411878448482,0.720801475943,0.588715339531,0.654048034899,0.719262403627,0.702681867177,0.79385241857,0.794320968867,0.675343390448,0.634360738883,0.444406175775,0.418640595514,0.644582688678,0.666996904926,0.907356275976,0.222462647374,0.613601032894,0.457542780634,0.751399318909,0.776924982788,0.467759202038,0.65552973076,0.5904184717,0.629726137472,0.737067424202,0.714055369541,0.703854483128,0.483417300613,0.73698553683,0.72683496085,0.226388000701,0.781191359915,1.0,0.833949025604,0.769860698798,0.706396443667,0.716859133399,0.74838558828,0.720445604373,0.796595315727,0.803621383498,0.702495478271,0.552017515285,0.666823270618,0.638566871899,0.566726993421,0.205678730367,0.304591880268,0.316880505214,0.735324048208,0.698695530371,0.643688097228,0.813767238616,0.473819058561,0.771411407203,0.808891892447,0.673367192009,0.646147879495,0.592287956167,0.632064740473,0.790276156461,0.383064101584,0.613843481492,0.198063860362,0.162241933114,0.431166600236,0.431233827039,0.387022604406,0.416608979278,0.295210770298,0.206025639614,0.589782808607,0.483934224869,0.132593504918,0.563895780916,0.55184994408,0.451567755187,0.210965087684,0.550931411069,0.570794583656,0.401583487318,0.664242771583,0.514229333043,0.579463963773,0.485508280118,0.783372903261,0.618131211644,0.741443764494,0.62069224299,0.439000224118,0.628935734011,0.392276515316,0.439278609155,0.439000224118,0.885905535061,0.453812585502,0.845484119415,0.859326900325,0.439278609155,0.665992330098,0.869542873849,0.280915597668,0.69601480663,0.739887997444,0.49617496711,0.65510699401,0.583179103162,0.823959257813,0.480024506206,0.726046763955,0.738102032942,0.767753986638,0.816564277637,0.775451317471,0.701683627364,0.359893912531,0.787302956471,0.721983625041,0.582984298548
Morgan Stanley -- Julia Smith,0.640417996684,0.434351262401,0.550776480598,0.538683047004,0.651342310254,0.677930366891,0.65736779784,0.737447737334,0.752279816249,0.68638870864,0.769005748237,0.634894256628,0.495379417743,0.678890516475,0.817561568949,0.859400429031,0.476676844662,0.679406256653,0.682094437828,0.767217721955,0.788317440605,0.57137017776,0.7411417599,0.759230673363,0.754549362175,0.787537308734,0.853846716741,0.827711212094,0.65825191076,0.785636354593,0.780423764163,0.48241806912,0.770340355179,0.833949025604,1.0,0.746319876952,0.588499922528,0.716449121644,0.790758740065,0.637173995985,0.62741138619,0.737417199445,0.524106521693,0.459853084533,0.638351630634,0.523752576628,0.549731205698,0.360198709334,0.324307836802,0.464386184752,0.644136786178,0.836163972336,0.700529448262,0.824780166142,0.42221821684,0.742206679885,0.718857314453,0.705683775717,0.635237377265,0.719456870376,0.778399658156,0.70968344067,0.366100059977,0.472386072081,0.143721366277,0.193959040682,0.407495263732,0.492729220598,0.370835744456,0.393824204558,0.347998933651,0.316935730373,0.630196944138,0.533857007047,0.181899886525,0.575650697656,0.599565724539,0.437352097485,0.320818204397,0.501877658861,0.51224325761,0.189648327465,0.659247215842,0.54855014048,0.635423229007,0.567975526434,0.768728253472,0.430892242595,0.682098892527,0.638172810733,0.645311743958,0.626961085754,0.286593091967,0.645631426413,0.645311743958,0.731840028131,0.660932472703,0.797679579158,0.735771333659,0.645631426413,0.602673479821,0.855478474691,0.429757168735,0.648401940193,0.766756308234,0.4012902308,0.644516172595,0.633244832025,0.80277937251,0.297246533444,0.819176838621,0.602645114309,0.739321028527,0.700123846313,0.693693590877,0.672683721636,0.463095793633,0.790019028461,0.791974688912,0.527015327532
Delta Equity Services Corporation -- Raymond Grenier,0.445210650264,0.571300511065,0.660257961855,0.482667534516,0.80163880628,0.556113209088,0.47458693476,0.865611693676,0.656880087202,0.860137600305,0.697318949473,0.518176508163,0.497655781389,0.833349521245,0.670963431852,0.841133929786,0.340391862142,0.583578628375,0.504214485932,0.659285484241,0.594160028739,0.502305003024,0.75466871386,0.627493238073,0.633608441312,0.794721279456,0.688921661623,0.597866929903,0.377261250126,0.846706606483,0.807322199565,0.354412890159,0.773085084468,0.769860698798,0.746319876952,1.0,0.614817979795,0.860812743113,0.718451111816,0.657516082992,0.596267396276,0.637731410094,0.626643111723,0.632464071287,0.690004835612,0.579527334077,0.369252892715,0.134214943288,0.170914993816,0.195364247339,0.665437957556,0.538947002564,0.622350453604,0.768174174145,0.267681593649,0.68296620768,0.888386366647,0.726604163624,0.755381263074,0.755007910191,0.690126480416,0.598332798232,0.343135466254,0.459560290004,0.217129139732,0.197857592178,0.273366157851,0.306422717438,0.29068147787,0.259153494378,0.180088715046,0.230032488116,0.453989591974,0.410746309814,0.206561196758,0.377905382334,0.473671044004,0.287418668777,0.234030912906,0.409874888229,0.435435638856,0.33347000855,0.870732536876,0.728046172715,0.546967618608,0.4752870238,0.680541885028,0.577061891477,0.693504102257,0.852663378769,0.469818480802,0.560337926814,0.436398414745,0.469721090346,0.469818480802,0.735948162326,0.48035271449,0.822742022623,0.849864348704,0.469721090346,0.649439606286,0.748301515328,0.704680349009,0.862198487984,0.613330722835,0.475838906603,0.829054749309,0.832156455341,0.664891631988,0.422182083947,0.695448798846,0.768756259243,0.721597594067,0.627030432717,0.759485220982,0.667850494791,0.326724733137,0.678326515142,0.693439583374,0.620749600372
Parker -- Tim Shaw,0.704426508973,0.405707106931,0.452940258357,0.692848615763,0.5632407035,0.624225380365,0.497198553807,0.60460716046,0.692193100389,0.618791128759,0.491992895334,0.332134642471,0.184734318829,0.563656346421,0.47130021564,0.732340385966,0.304499537863,0.445480781001,0.350159890994,0.68765503819,0.646942358004,0.539546806232,0.585440481501,0.600670539594,0.592696855395,0.522997467225,0.574380795817,0.537134606595,0.495088125421,0.758210514467,0.650398094904,0.358291963424,0.727540487559,0.706396443667,0.588499922528,0.614817979795,1.0,0.623672695286,0.686489479021,0.884663040796,0.699944973327,0.467990987592,0.821169571683,0.373539060513,0.530914607147,0.814530157547,0.338369692172,0.11541019405,0.237355679524,0.15924205981,0.626384177624,0.756940469721,0.593435004757,0.731794504123,0.441648770962,0.888025567666,0.809678920808,0.603757190467,0.56698404496,0.567036681418,0.554319134504,0.566815148966,0.257444862654,0.73529871035,0.126180534139,0.24941449837,0.420588607916,0.412616620203,0.739755120514,0.411693141397,0.226658807203,0.253344478494,0.532943389619,0.450190318844,0.243757137552,0.469907964633,0.556000794811,0.731407273207,0.256807806394,0.687130508416,0.457026356402,0.280700897212,0.645126793091,0.497996176559,0.446595365189,0.418422849402,0.635733398749,0.585535188748,0.943379873725,0.578734312821,0.440341532422,0.509162373265,0.25438762844,0.44052696048,0.440341532422,0.688416784814,0.432883081878,0.661616690763,0.759551534193,0.44052696048,0.495646553748,0.676791107602,0.421446446833,0.663290232211,0.609984743645,0.350227526136,0.555008639076,0.59946645192,0.680788794296,0.29640890012,0.588002020665,0.81456118063,0.566892521324,0.894652936965,0.630882275188,0.621517099425,0.256595802762,0.665287022392,0.568421795803,0.581728275959
